Num,Sex,Age,Job,Salery,Merry,Place,Transportation,drinks,price,delivery habits
621,women,29,staff,33500,TRUE,Wenshan,Scooter,Wanpo,60,No
631,Man,29,staff,39500,TRUE,Wanhua,MRT,WooTea,70,No
659,women,29,teacher,67500,TRUE,Shilin,Bus,Guiji,50,No
696,women,29,sales,69500,FALSE,Shilin,MRT,50 Arashi,65,No
755,Man,29,Freelance,30000,FALSE,Songshan,Scooter,Guiji,50,No
761,Man,29,financial,54500,FALSE,Da’an,MRT,50 Arashi,65,No
816,women,29,financial,44000,FALSE,Songshan,Scooter,Guiji,60,No
855,women,29,engineer,74000,FALSE,Songshan,MRT,Wanpo,35,No
860,Man,29,Worker,55500,TRUE,Zhongshan,Scooter,Guiji,65,Yes
863,women,29,staff,58500,FALSE,Shilin,Bus,KEBUKE,50,No
908,Man,29,engineer,74500,FALSE,Datong,Bus,TRUEDAN,65,No
914,women,29,civil servant,63000,TRUE,Da’an,Bus,50 Arashi,35,No
922,women,29,Worker,44000,FALSE,Neihu,Bus,TRUEDAN,35,No
930,Man,29,staff,69000,TRUE,Xinyi,Bus,50 Arashi,65,No
936,Man,29,staff,79000,FALSE,Nangang,Bus,TRUEDAN,70,No
944,women,29,sales,49500,TRUE,Da’an,Bus,Guiji,70,No
999,women,29,staff,36000,TRUE,Wanhua,Scooter,WooTea,55,Yes
25,Man,30,financial,65000,FALSE,Beitou,drive,Tenren's Tea,50,Yes
39,Man,30,staff,57500,TRUE,Beitou,Bus,50 Arashi,35,Yes
55,Man,30,service,76000,FALSE,Zhongshan,drive,Tenren's Tea,40,Yes
104,Man,30,civil servant,79000,TRUE,Zhongzheng,drive,Chunshuitang,40,No
137,Man,30,staff,38000,FALSE,Wenshan,MRT,WooTea,60,Yes
143,Man,30,staff,43000,FALSE,Beitou,Bus,JOHN TEA COMPANY,40,No
147,women,30,engineer,43000,TRUE,Xinyi,Scooter,OtherTeaShop,40,Yes
160,Man,30,staff,59500,TRUE,Wanhua,MRT,TRUEDAN,35,No
181,Man,30,engineer,62500,TRUE,Wenshan,MRT,KEBUKE,35,Yes
229,Man,30,staff,40000,FALSE,Nangang,MRT,CoCo,50,Yes
232,women,30,financial,52000,TRUE,Neihu,Bus,Chunshuitang,50,No
259,women,30,staff,42500,FALSE,Wenshan,MRT,WooTea,65,No
260,Man,30,financial,54500,TRUE,Neihu,MRT,TRUEDAN,45,No
272,Man,30,student,29000,FALSE,Songshan,Scooter,Wanpo,50,Yes
281,women,30,service,38000,TRUE,Wanhua,MRT,Guiji,50,No
323,women,30,staff,28000,FALSE,Datong,Bus,50 Arashi,70,Yes
326,women,30,Market,66000,FALSE,Zhongzheng,Bus,Guiji,35,Yes
349,Man,30,staff,56500,TRUE,Wenshan,Scooter,KEBUKE,50,Yes
452,women,30,Market,69000,FALSE,Nangang,Scooter,CoCo,40,No
486,women,30,staff,37500,FALSE,Shilin,MRT,50 Arashi,60,No
563,Man,30,civil servant,38000,FALSE,Datong,MRT,Wanpo,50,Yes
564,Man,30,staff,44500,TRUE,Wanhua,Bus,50 Arashi,50,Yes
607,women,30,Freelance,42500,TRUE,Beitou,MRT,Ching-Shin Fu-Chuan,35,No
620,women,30,staff,61000,TRUE,Nangang,Scooter,Ching-Shin Fu-Chuan,70,No
680,women,30,teacher,40000,TRUE,Songshan,drive,Guiji,35,No
691,women,30,staff,30000,TRUE,Wenshan,MRT,Tenren's Tea,55,No
717,Man,30,staff,56500,FALSE,Beitou,MRT,TRUEDAN,40,Yes
769,women,30,Market,39000,TRUE,Shilin,Scooter,Wanpo,45,Yes
784,women,30,financial,66000,TRUE,Datong,MRT,Chunshuitang,35,No
812,Man,30,staff,46000,TRUE,Zhongzheng,MRT,Guiji,35,No
814,women,30, retail,75000,FALSE,Da’an,MRT,KEBUKE,45,No
822,Man,30,sales,39500,FALSE,Nangang,drive,TRUEDAN,65,Yes
825,women,30,staff,52000,FALSE,Wanhua,MRT,CoCo,60,No
915,Man,30,sales,48500,FALSE,Datong,Scooter,JOHN TEA COMPANY,60,No
49,women,31,staff,49000,TRUE,Shilin,Bus,JOHN TEA COMPANY,60,No
94,women,31,engineer,73000,FALSE,Datong,MRT,Ching-Shin Fu-Chuan,40,No
99,women,31,engineer,60000,TRUE,Datong,Bus,CoCo,45,No
100,Man,31,engineer,57000,FALSE,Neihu,Bus,KEBUKE,40,No
103,women,31,Worker,44500,TRUE,Shilin,MRT,TRUEDAN,50,No
156,women,31,Market,34500,TRUE,Datong,Bus,Chunshuitang,70,Yes
169,women,31,financial,73000,FALSE,Nangang,drive,Ching-Shin Fu-Chuan,60,No
183,Man,31,financial,59000,FALSE,Zhongshan,Scooter,50 Arashi,35,No
184,Man,31,financial,42000,FALSE,Wanhua,Scooter,Tenren's Tea,60,No
186,women,31,staff,39000,FALSE,Xinyi,Scooter,Tenren's Tea,60,No
212,Man,31,staff,62500,TRUE,Songshan,Scooter,JOHN TEA COMPANY,60,No
230,Man,31,staff,37500,FALSE,Nangang,MRT,JOHN TEA COMPANY,55,Yes
241,Man,31,service,74000,TRUE,Wanhua,MRT,Tenren's Tea,40,Yes
286,Man,31,civil servant,51000,FALSE,Nangang,Bus,KEBUKE,40,Yes
291,women,31,financial,68500,TRUE,Datong,Scooter,KEBUKE,45,No
357,Man,31,engineer,41500,FALSE,Nangang,MRT,Guiji,65,Yes
359,women,31,staff,38500,TRUE,Wenshan,Bus,WooTea,45,Yes
361,women,31,service,57000,FALSE,Wenshan,MRT,Wanpo,70,Yes
370,women,31,sales,73000,TRUE,Beitou,MRT,CoCo,60,Yes
371,women,31,sales,29500,FALSE,Songshan,MRT,OtherTeaShop,40,Yes
418,Man,31,staff,38500,TRUE,Zhongzheng,Scooter,OtherTeaShop,55,No
430,women,31,staff,58500,FALSE,Wenshan,drive,WooTea,55,No
434,women,31,staff,68500,TRUE,Zhongshan,Bus,Chunshuitang,70,No
444,Man,31,staff,61500,TRUE,Songshan,Bus,JOHN TEA COMPANY,45,Yes
471,Man,31,staff,42500,TRUE,Wenshan,Scooter,TRUEDAN,45,No
532,Man,31,engineer,63500,TRUE,Zhongshan,MRT,Wanpo,40,No
612,Man,31,Freelance,59000,FALSE,Shilin,MRT,50 Arashi,35,No
649,Man,31,financial,40500,TRUE,Wenshan,Bus,TRUEDAN,70,Yes
660,women,31,staff,63500,TRUE,Songshan,MRT,Wanpo,70,Yes
693,women,31,staff,62000,TRUE,Xinyi,Bus,Chunshuitang,50,Yes
707,Man,31,Worker,65000,TRUE,Zhongshan,Scooter,KEBUKE,45,Yes
718,Man,31,engineer,69500,FALSE,Neihu,Bus,50 Arashi,40,No
727,women,31,engineer,60000,FALSE,Shilin,MRT,50 Arashi,70,No
764,Man,31,Worker,30000,FALSE,Zhongshan,Scooter,JOHN TEA COMPANY,55,No
804,women,31,sales,72000,FALSE,Da’an,Scooter,Guiji,40,Yes
817,women,31,staff,68500,TRUE,Songshan,Scooter,Wanpo,70,No
858,women,31,staff,66000,TRUE,Datong,Bus,WooTea,45,No
864,Man,31, retail,34500,FALSE,Shilin,MRT,KEBUKE,65,Yes
907,women,31,staff,60000,FALSE,Da’an,Bus,KEBUKE,45,No
926,women,31,Worker,54500,TRUE,Nangang,MRT,Ching-Shin Fu-Chuan,70,No
956,Man,31,civil servant,42000,FALSE,Wenshan,Bus,50 Arashi,35,No
962,women,31,sales,69000,TRUE,Songshan,MRT,50 Arashi,35,No
22,Man,32,staff,52500,FALSE,Da’an,Bus,JOHN TEA COMPANY,65,No
109,Man,32, retail,71500,TRUE,Nangang,Bus,Ching-Shin Fu-Chuan,65,Yes
135,Man,32,Market,28000,FALSE,Neihu,MRT,Tenren's Tea,50,Yes
138,women,32,staff,36500,FALSE,Shilin,MRT,CoCo,45,No
146,women,32,Worker,34500,FALSE,Neihu,Bus,JOHN TEA COMPANY,50,Yes
164,Man,32,Freelance,72000,TRUE,Wenshan,drive,OtherTeaShop,55,Yes
172,women,32,staff,65000,FALSE,Wenshan,Bus,OtherTeaShop,45,No
182,Man,32,staff,74000,FALSE,Shilin,Bus,TRUEDAN,70,Yes
297,women,32,engineer,38500,TRUE,Nangang,Scooter,50 Arashi,50,No
314,women,32,engineer,37000,FALSE,Xinyi,Scooter,JOHN TEA COMPANY,45,Yes
379,women,32,Worker,35000,TRUE,Beitou,MRT,Wanpo,35,Yes
404,women,32,civil servant,39500,TRUE,Neihu,MRT,Tenren's Tea,50,No
422,women,32,staff,56000,TRUE,Zhongzheng,Bus,WooTea,55,Yes
435,women,32,staff,38500,FALSE,Shilin,Bus,JOHN TEA COMPANY,70,Yes
437,women,32,financial,76000,FALSE,Nangang,MRT,Ching-Shin Fu-Chuan,50,No
462,women,32,financial,63500,FALSE,Wenshan,Scooter,JOHN TEA COMPANY,65,Yes
559,women,32,staff,78000,TRUE,Xinyi,Scooter,50 Arashi,70,No
601,Man,32,staff,35500,TRUE,Xinyi,Scooter,CoCo,65,Yes
608,women,32,staff,49500,FALSE,Beitou,MRT,50 Arashi,70,Yes
641,women,32,staff,57000,FALSE,Datong,Bus,CoCo,60,No
656,women,32,docter,43500,TRUE,Nangang,Bus,CoCo,45,No
677,Man,32,Market,39000,TRUE,Wenshan,Bus,Wanpo,50,Yes
708,Man,32,sales,30000,TRUE,Shilin,Bus,WooTea,50,Yes
745,Man,32,staff,55000,FALSE,Nangang,MRT,WooTea,55,Yes
776,Man,32,staff,49000,TRUE,Shilin,Scooter,TRUEDAN,50,No
794,Man,32,staff,43000,TRUE,Zhongzheng,Scooter,KEBUKE,70,Yes
838,women,32,financial,42500,FALSE,Neihu,MRT,WooTea,35,Yes
851,Man,32,Market,52000,FALSE,Wanhua,MRT,OtherTeaShop,35,Yes
878,women,32,staff,79500,TRUE,Songshan,MRT,KEBUKE,45,No
883,women,32,staff,48500,TRUE,Zhongzheng,MRT,Ching-Shin Fu-Chuan,45,Yes
905,women,32,staff,78000,TRUE,Wanhua,MRT,Wanpo,50,No
906,women,32,sales,68000,FALSE,Zhongzheng,Scooter,JOHN TEA COMPANY,70,No
943,women,32,Freelance,38500,TRUE,Zhongshan,Scooter,JOHN TEA COMPANY,60,No
96,women,33,financial,59500,TRUE,Zhongshan,drive,Guiji,65,No
170,women,33, retail,50500,FALSE,Zhongshan,MRT,Ching-Shin Fu-Chuan,70,No
190,Man,33, lawyer,61000,TRUE,Da’an,MRT,CoCo,35,No
200,Man,33,staff,75000,FALSE,Zhongzheng,Scooter,CoCo,65,No
214,Man,33,financial,62500,FALSE,Datong,MRT,CoCo,40,No
217,Man,33,staff,59000,TRUE,Wenshan,MRT,Guiji,50,No
268,Man,33,staff,71500,FALSE,Zhongzheng,MRT,Tenren's Tea,50,No
310,women,33,Worker,69000,TRUE,Xinyi,Bus,Guiji,40,No
443,Man,33,financial,38000,FALSE,Zhongshan,drive,KEBUKE,55,No
470,Man,33,Market,34000,TRUE,Neihu,Scooter,JOHN TEA COMPANY,40,Yes
495,Man,33,staff,42000,FALSE,Zhongshan,Bus,OtherTeaShop,40,No
496,Man,33,staff,47000,FALSE,Zhongshan,MRT,Guiji,70,Yes
520,women,33,sales,62000,TRUE,Shilin,MRT,Wanpo,60,No
578,Man,33,civil servant,77000,TRUE,Beitou,MRT,CoCo,45,No
638,Man,33,staff,70000,TRUE,Songshan,Scooter,JOHN TEA COMPANY,45,No
733,women,33,Worker,42000,FALSE,Zhongshan,MRT,Ching-Shin Fu-Chuan,50,No
751,Man,33,financial,43500,TRUE,Zhongshan,Scooter,KEBUKE,35,Yes
800,Man,33,staff,59500,FALSE,Songshan,Bus,Tenren's Tea,35,No
890,Man,33,service,48500,TRUE,Zhongzheng,MRT,CoCo,65,Yes
950,women,33,sales,40500,FALSE,Zhongshan,MRT,OtherTeaShop,40,Yes
951,women,33,teacher,36500,TRUE,Wanhua,Bus,CoCo,60,No
972,women,33,service,47000,TRUE,Songshan,MRT,CoCo,45,No
987,Man,33,financial,57000,FALSE,Zhongshan,Scooter,KEBUKE,45,Yes
998,Man,33,staff,74000,FALSE,Datong,MRT,Chunshuitang,65,Yes
1,women,34,staff,58500,FALSE,Xinyi,MRT,CoCo,45,No
28,Man,34,financial,40000,TRUE,Beitou,Scooter,Chunshuitang,50,No
29,women,34,financial,48000,FALSE,Wanhua,Bus,50 Arashi,60,Yes
40,women,34,Market,76500,FALSE,Shilin,MRT,KEBUKE,60,No
46,women,34,staff,30000,TRUE,Zhongshan,Bus,JOHN TEA COMPANY,55,Yes
213,Man,34,staff,42500,FALSE,Wanhua,Bus,Ching-Shin Fu-Chuan,35,Yes
231,women,34,staff,76000,TRUE,Da’an,MRT,WooTea,40,No
282,women,34,teacher,63000,TRUE,Nangang,MRT,TRUEDAN,55,Yes
376,women,34,financial,64000,TRUE,Nangang,drive,Guiji,35,No
389,women,34,civil servant,53500,FALSE,Zhongshan,Bus,CoCo,35,Yes
405,Man,34,financial,39500,FALSE,Nangang,Scooter,Ching-Shin Fu-Chuan,65,Yes
428,Man,34,staff,77500,FALSE,Beitou,Scooter,Tenren's Tea,60,Yes
463,Man,34,sales,79000,TRUE,Nangang,Bus,OtherTeaShop,55,No
505,women,34,staff,62500,FALSE,Nangang,Scooter,TRUEDAN,45,Yes
523,Man,34,civil servant,68500,TRUE,Wenshan,Scooter,Chunshuitang,60,No
535,women,34,staff,69500,TRUE,Da’an,MRT,Tenren's Tea,60,Yes
582,Man,34,Market,57500,TRUE,Neihu,MRT,50 Arashi,65,No
590,women,34,staff,30500,FALSE,Datong,MRT,Guiji,40,Yes
602,women,34,staff,59500,TRUE,Wanhua,Scooter,WooTea,40,No
627,women,34,Worker,75500,FALSE,Neihu,Bus,Chunshuitang,65,Yes
639,women,34, lawyer,72500,TRUE,Nangang,Bus,OtherTeaShop,35,No
672,women,34,Freelance,64500,TRUE,Shilin,MRT,50 Arashi,60,Yes
741,Man,34,engineer,44500,TRUE,Datong,MRT,JOHN TEA COMPANY,35,No
813,women,34,sales,63500,TRUE,Da’an,Bus,TRUEDAN,45,No
833,women,34,engineer,67500,FALSE,Songshan,MRT,JOHN TEA COMPANY,70,Yes
836,women,34,staff,80000,TRUE,Xinyi,MRT,Tenren's Tea,45,No
879,women,34,sales,55500,FALSE,Beitou,Bus,Guiji,70,No
979,women,34,Freelance,57000,TRUE,Songshan,MRT,KEBUKE,70,No
981,Man,34,staff,70500,FALSE,Datong,Bus,JOHN TEA COMPANY,55,No
86,women,35,Freelance,79000,FALSE,Songshan,MRT,Ching-Shin Fu-Chuan,65,Yes
126,Man,35,staff,59000,FALSE,Shilin,MRT,Tenren's Tea,45,No
209,women,35,staff,46500,FALSE,Beitou,Scooter,Ching-Shin Fu-Chuan,60,No
219,Man,35,staff,57000,TRUE,Nangang,Bus,Tenren's Tea,70,Yes
250,Man,35,staff,38500,FALSE,Datong,Bus,TRUEDAN,35,No
261,women,35, lawyer,65000,TRUE,Zhongshan,Bus,Chunshuitang,70,No
321,Man,35,staff,71000,FALSE,Nangang,Bus,WooTea,50,No
324,Man,35,Worker,51500,TRUE,Datong,Bus,JOHN TEA COMPANY,60,No
375,Man,35,financial,51000,TRUE,Zhongzheng,MRT,Wanpo,70,Yes
457,Man,35,service,65000,TRUE,Da’an,MRT,Ching-Shin Fu-Chuan,40,Yes
479,Man,35,sales,43000,TRUE,Neihu,Scooter,KEBUKE,35,No
480,women,35,staff,47000,TRUE,Datong,MRT,JOHN TEA COMPANY,35,Yes
550,women,35,engineer,73500,TRUE,Zhongzheng,Scooter,Guiji,40,No
572,Man,35,staff,74500,FALSE,Songshan,Scooter,Ching-Shin Fu-Chuan,50,Yes
587,women,35,staff,65000,TRUE,Xinyi,Scooter,WooTea,40,Yes
630,women,35, lawyer,62000,TRUE,Xinyi,Scooter,JOHN TEA COMPANY,35,Yes
702,Man,35, retail,54000,FALSE,Da’an,Scooter,50 Arashi,70,Yes
762,Man,35,staff,49500,TRUE,Shilin,Bus,Tenren's Tea,40,No
775,Man,35,staff,59500,TRUE,Da’an,drive,Chunshuitang,50,No
783,women,35,sales,49000,FALSE,Wanhua,Bus,KEBUKE,65,No
787,Man,35,civil servant,59500,TRUE,Shilin,Scooter,OtherTeaShop,65,No
799,women,35,financial,33500,TRUE,Zhongshan,MRT,CoCo,70,Yes
811,women,35,staff,48500,TRUE,Xinyi,Scooter,WooTea,60,No
840,women,35,staff,71500,TRUE,Datong,Scooter,Tenren's Tea,35,No
901,women,35,staff,43500,TRUE,Wanhua,Scooter,Wanpo,65,Yes
903,Man,35,financial,68500,TRUE,Shilin,Bus,WooTea,70,No
910,Man,35,teacher,39500,TRUE,Zhongshan,MRT,KEBUKE,35,No
27,women,36,Market,56500,TRUE,Beitou,MRT,TRUEDAN,60,Yes
65,women,36,engineer,52500,FALSE,Da’an,MRT,Chunshuitang,40,No
88,Man,36,police,52000,TRUE,Da’an,MRT,Tenren's Tea,65,No
130,Man,36,Market,59000,TRUE,Xinyi,Bus,JOHN TEA COMPANY,65,No
141,Man,36,staff,74500,TRUE,Shilin,MRT,Wanpo,65,No
171,women,36,Worker,72500,FALSE,Beitou,MRT,Ching-Shin Fu-Chuan,40,No
204,women,36,staff,68000,FALSE,Shilin,drive,50 Arashi,70,No
224,women,36,Freelance,60500,FALSE,Wenshan,MRT,Tenren's Tea,50,No
275,women,36,financial,53500,FALSE,Wanhua,Bus,50 Arashi,55,No
287,women,36,service,53500,TRUE,Shilin,Bus,TRUEDAN,50,No
288,women,36,staff,69000,TRUE,Datong,Scooter,Wanpo,40,No
299,women,36,staff,61500,TRUE,Datong,MRT,50 Arashi,35,No
304,Man,36,staff,78500,FALSE,Nangang,Scooter,TRUEDAN,60,No
305,Man,36,financial,45000,FALSE,Datong,MRT,CoCo,35,No
312,women,36,sales,33500,TRUE,Songshan,Bus,CoCo,40,No
341,women,36,financial,40500,TRUE,Beitou,MRT,KEBUKE,65,No
345,Man,36,service,67500,FALSE,Zhongzheng,Scooter,TRUEDAN,55,Yes
353,Man,36,staff,37000,FALSE,Neihu,Scooter,Chunshuitang,70,Yes
426,Man,36,civil servant,42000,TRUE,Songshan,MRT,Chunshuitang,55,No
441,Man,36,service,79500,FALSE,Wenshan,Scooter,WooTea,40,Yes
464,women,36,staff,49000,TRUE,Zhongzheng,MRT,JOHN TEA COMPANY,55,Yes
508,Man,36,staff,56500,FALSE,Wenshan,Scooter,50 Arashi,60,Yes
510,women,36,docter,48000,TRUE,Datong,Bus,Tenren's Tea,70,No
515,Man,36,engineer,42500,TRUE,Wenshan,Bus,OtherTeaShop,60,No
545,Man,36,staff,71500,TRUE,Neihu,Bus,50 Arashi,50,No
567,women,36,financial,47500,TRUE,Xinyi,Scooter,Guiji,65,Yes
575,Man,36,sales,75000,FALSE,Datong,MRT,WooTea,70,No
603,Man,36,engineer,79000,FALSE,Datong,MRT,Ching-Shin Fu-Chuan,60,Yes
605,women,36,Market,80000,FALSE,Wenshan,MRT,Ching-Shin Fu-Chuan,35,Yes
636,Man,36,financial,57000,FALSE,Da’an,Scooter,KEBUKE,65,Yes
705,Man,36,staff,50000,TRUE,Shilin,Bus,Guiji,70,No
728,Man,36,staff,51500,TRUE,Datong,Scooter,CoCo,70,No
831,women,36,civil servant,51500,FALSE,Da’an,Scooter,Wanpo,65,Yes
843,women,36,Market,60000,TRUE,Songshan,MRT,Chunshuitang,55,No
3,Man,37,Freelance,41500,TRUE,Zhongzheng,Bus,WooTea,55,Yes
14,Man,37,Market,35500,FALSE,Nangang,Scooter,JOHN TEA COMPANY,35,No
73,Man,37,service,56000,TRUE,Da’an,Scooter,Tenren's Tea,65,No
75,women,37,engineer,41500,TRUE,Beitou,MRT,Tenren's Tea,40,Yes
151,Man,37,staff,31500,FALSE,Zhongshan,MRT,TRUEDAN,45,No
337,Man,37,service,70500,FALSE,Shilin,Scooter,Guiji,55,Yes
384,women,37,sales,34500,FALSE,Shilin,MRT,Guiji,65,Yes
396,women,37,financial,55000,FALSE,Zhongshan,drive,50 Arashi,50,No
398,Man,37,staff,62000,FALSE,Beitou,Bus,Chunshuitang,35,Yes
500,women,37,sales,31500,FALSE,Neihu,MRT,TRUEDAN,35,Yes
551,Man,37,staff,43000,TRUE,Xinyi,MRT,Tenren's Tea,60,No
571,Man,37,staff,42000,TRUE,Wanhua,MRT,Chunshuitang,50,Yes
596,women,37,teacher,55500,TRUE,Da’an,Bus,Tenren's Tea,60,Yes
628,women,37,engineer,85000,FALSE,Neihu,Bus,Chunshuitang,70,No
658,women,37,Worker,44500,FALSE,Neihu,Bus,50 Arashi,55,No
667,Man,37,staff,34500,TRUE,Datong,Bus,JOHN TEA COMPANY,40,No
685,women,37,engineer,65000,TRUE,Shilin,MRT,50 Arashi,50,Yes
722,Man,37,staff,36500,FALSE,Shilin,Scooter,50 Arashi,50,Yes
802,Man,37,Market,65000,FALSE,Songshan,Bus,Guiji,40,No
805,Man,37,civil servant,67000,FALSE,Da’an,MRT,WooTea,65,Yes
818,Man,37,staff,77500,TRUE,Wanhua,Scooter,TRUEDAN,70,No
861,women,37,teacher,45500,FALSE,Wanhua,Bus,TRUEDAN,45,No
871,Man,37,staff,67500,FALSE,Songshan,Bus,JOHN TEA COMPANY,65,No
872,women,37,sales,52000,TRUE,Shilin,Scooter,50 Arashi,60,Yes
963,Man,37,civil servant,36000,FALSE,Songshan,MRT,OtherTeaShop,40,Yes
969,women,37,staff,77000,TRUE,Wanhua,Scooter,OtherTeaShop,50,No
970,Man,37,sales,43000,TRUE,Nangang,MRT,TRUEDAN,70,No
974,Man,37,engineer,90000,FALSE,Shilin,Bus,Wanpo,35,No
991,Man,37,staff,66000,FALSE,Zhongshan,MRT,JOHN TEA COMPANY,40,No
10,Man,38,staff,39000,TRUE,Wanhua,Bus,TRUEDAN,40,No
31,women,38,staff,56500,FALSE,Wanhua,MRT,Tenren's Tea,45,No
53,women,38, lawyer,39500,TRUE,Songshan,Bus,Guiji,60,Yes
79,Man,38,sales,44000,TRUE,Zhongshan,Scooter,50 Arashi,55,Yes
83,women,38,staff,64000,FALSE,Xinyi,Scooter,WooTea,50,No
92,Man,38,sales,37000,TRUE,Xinyi,Bus,OtherTeaShop,40,Yes
101,Man,38,staff,39000,TRUE,Songshan,Bus,OtherTeaShop,60,Yes
116,Man,38,service,48000,TRUE,Neihu,MRT,WooTea,70,No
187,women,38,Market,31000,TRUE,Wanhua,drive,OtherTeaShop,35,No
238,women,38,sales,46500,TRUE,Wanhua,Scooter,Tenren's Tea,40,No
253,women,38,staff,58500,TRUE,Zhongshan,Scooter,Wanpo,65,Yes
358,Man,38,staff,36500,FALSE,Neihu,Bus,Chunshuitang,35,Yes
362,women,38,sales,39500,TRUE,Wenshan,MRT,50 Arashi,45,Yes
380,Man,38,teacher,53000,FALSE,Da’an,MRT,TRUEDAN,60,Yes
469,women,38,sales,36500,FALSE,Xinyi,Scooter,TRUEDAN,35,No
472,women,38,staff,34000,TRUE,Zhongshan,drive,Chunshuitang,65,Yes
519,women,38,sales,67500,TRUE,Wenshan,Scooter,50 Arashi,65,No
611,women,38,staff,42500,FALSE,Beitou,Scooter,CoCo,60,No
619,Man,38,Market,38500,TRUE,Neihu,Scooter,WooTea,55,Yes
661,women,38,sales,43000,TRUE,Datong,Bus,TRUEDAN,65,No
684,women,38,Market,48500,TRUE,Songshan,MRT,Tenren's Tea,70,Yes
716,women,38,teacher,45000,FALSE,Datong,MRT,WooTea,40,No
732,Man,38,staff,69500,FALSE,Nangang,MRT,Wanpo,40,No
772,women,38, retail,76000,FALSE,Beitou,Scooter,Ching-Shin Fu-Chuan,60,No
859,women,38,financial,69500,FALSE,Wenshan,Bus,Ching-Shin Fu-Chuan,40,Yes
884,Man,38,staff,66000,TRUE,Nangang,Scooter,WooTea,65,Yes
968,women,38,staff,31000,FALSE,Nangang,Scooter,TRUEDAN,65,No
26,Man,39,financial,38000,FALSE,Nangang,Bus,TRUEDAN,70,No
84,women,39,staff,30500,TRUE,Songshan,drive,Tenren's Tea,40,No
97,women,39,staff,78500,TRUE,Wanhua,Scooter,Tenren's Tea,50,No
166,Man,39,financial,31000,TRUE,Xinyi,drive,Tenren's Tea,55,Yes
195,women,39,Freelance,37000,FALSE,Songshan,Scooter,JOHN TEA COMPANY,60,Yes
243,Man,39,Worker,28500,TRUE,Wenshan,Scooter,TRUEDAN,50,No
296,Man,39,financial,42500,TRUE,Neihu,MRT,Chunshuitang,35,No
372,Man,39,sales,57000,TRUE,Wenshan,drive,OtherTeaShop,50,No
393,Man,39,service,60000,FALSE,Wenshan,MRT,Wanpo,35,No
402,women,39,staff,54000,TRUE,Zhongshan,MRT,TRUEDAN,60,Yes
403,women,39,financial,62500,FALSE,Datong,Bus,Guiji,50,Yes
413,women,39,sales,83500,FALSE,Wanhua,MRT,Ching-Shin Fu-Chuan,60,Yes
414,women,39,engineer,42000,TRUE,Xinyi,Scooter,Tenren's Tea,60,Yes
420,Man,39,police,55500,FALSE,Xinyi,MRT,WooTea,55,No
424,Man,39,staff,56000,FALSE,Zhongshan,Bus,WooTea,70,Yes
442,Man,39,staff,59000,FALSE,Xinyi,Bus,OtherTeaShop,50,No
478,Man,39,police,61500,TRUE,Songshan,Scooter,Tenren's Tea,55,No
544,Man,39,staff,45500,TRUE,Wanhua,MRT,OtherTeaShop,60,No
546,Man,39,staff,58500,FALSE,Da’an,Scooter,CoCo,45,No
569,Man,39,engineer,56000,FALSE,Zhongzheng,MRT,KEBUKE,45,Yes
589,women,39, retail,46500,TRUE,Zhongshan,Bus,50 Arashi,45,No
594,women,39,sales,39500,FALSE,Zhongshan,Scooter,Guiji,45,Yes
595,Man,39,service,61000,TRUE,Shilin,Scooter,TRUEDAN,50,No
617,Man,39,staff,28000,FALSE,Beitou,Scooter,Wanpo,70,No
633,women,39,staff,51500,FALSE,Shilin,MRT,Guiji,35,No
673,Man,39,Market,51500,FALSE,Da’an,MRT,50 Arashi,35,Yes
719,Man,39,staff,56500,TRUE,Songshan,MRT,Chunshuitang,60,No
748,Man,39,staff,78500,TRUE,Datong,Bus,Tenren's Tea,50,Yes
801,Man,39,service,76500,TRUE,Wenshan,drive,CoCo,70,Yes
827,women,39,civil servant,30500,TRUE,Da’an,Scooter,CoCo,40,No
874,women,39,staff,51500,FALSE,Wenshan,Bus,WooTea,55,No
875,women,39,Freelance,49000,FALSE,Beitou,Bus,Tenren's Tea,70,Yes
880,Man,39,docter,57000,FALSE,Zhongzheng,MRT,KEBUKE,50,No
893,Man,39,engineer,55500,TRUE,Beitou,Bus,Wanpo,65,No
909,women,39,Freelance,54500,TRUE,Neihu,Bus,Chunshuitang,55,No
935,women,39,staff,54000,FALSE,Nangang,Scooter,Guiji,70,No
945,Man,39,staff,61000,FALSE,Beitou,Scooter,Chunshuitang,35,No
2,Man,40,staff,60000,FALSE,Neihu,MRT,CoCo,60,No
6,Man,40,engineer,53500,FALSE,Xinyi,Scooter,JOHN TEA COMPANY,35,No
21,women,40,Freelance,57500,TRUE,Datong,Bus,50 Arashi,65,Yes
32,women,40,staff,80000,TRUE,Zhongshan,Scooter,Tenren's Tea,50,No
66,women,40,sales,79500,FALSE,Songshan,Scooter,Guiji,35,Yes
102,Man,40,staff,71000,TRUE,Nangang,Bus,JOHN TEA COMPANY,50,Yes
106,Man,40,Freelance,66500,FALSE,Da’an,MRT,Chunshuitang,40,No
121,women,40,civil servant,35000,TRUE,Xinyi,MRT,JOHN TEA COMPANY,50,Yes
269,women,40,teacher,55500,TRUE,Songshan,Bus,Chunshuitang,55,No
290,women,40,docter,68500,TRUE,Xinyi,Scooter,WooTea,65,Yes
315,Man,40,service,70500,TRUE,Beitou,Bus,TRUEDAN,70,Yes
330,women,40,sales,60500,TRUE,Zhongzheng,Bus,50 Arashi,60,Yes
